0, 185.861000
1, 1023718.631000
2, 102.127000
3, 93.550000
4, 1023535.237000
5, 1023980.220000
6, 68.601000
7, 1023749.619000
8, 56.995000
9, 1023739.741000
10, 49.330000
11, 49.706000
12, 1023805.659000
13, 51.998000
14, 3071747.370000
15, 48.564000
16, 50.025000
17, 48.317000
18, 43.720000
19, 1023736.434000
20, 1023908.365000
21, 2047969.522000
22, 112.373000
23, 80.506000
24, 2047482.194000
25, 2048098.607000
26, 239.620000
27, 75.240000
28, 47.963000
29, 45.229000
30, 44.180000
31, 61.912000
32, 57.165000
33, 2047217.389000
34, 1023822.817000
35, 1023926.541000
36, 2047963.483000
37, 1023821.911000
38, 65.912000
39, 49.228000
40, 1023666.269000
41, 97.590000
42, 52.993000
43, 59.688000
44, 42.191000
45, 48.182000
46, 1023766.653000
47, 76.462000
48, 37.607000
49, 41.821000
50, 1023248.280000
51, 175.986000
52, 59.175000
53, 48.854000
54, 66.908000
55, 57.883000
56, 43.328000
57, 48.637000
58, 2047242.332000
59, 142.123000
60, 67.358000
61, 99.243000
62, 239.177000
63, 87.407000
64, 51.932000
65, 54.706000
66, 1023165.614000
67, 2047861.132000
68, 82.630000
69, 115.000000
70, 1023628.542000
71, 57.550000
72, 44.364000
73, 39.069000
74, 73.485000
75, 68.287000
76, 1023474.702000
77, 1023874.224000
78, 1023790.509000
79, 53.325000
80, 41.482000
81, 33.754000
82, 2047661.211000
83, 65.517000
84, 45.148000
85, 37.829000
86, 59.234000
87, 41.403000
88, 1023664.470000
89, 3071952.398000
90, 45.109000
91, 3071888.822000
92, 50.194000
93, 2047864.713000
94, 50.268000
95, 40.699000
96, 2047819.115000
97, 108.284000
98, 39.090000
99, 1023644.255000
100, 46.099000
101, 42.312000
102, 36.705000
103, 1023926.251000
104, 38.868000
105, 42.347000
106, 1023801.241000
107, 55.800000
108, 2047725.173000
109, 51.039000
110, 49.448000
111, 38.388000
112, 1023782.994000
113, 51.886000
114, 46.211000
115, 38.568000
116, 34.740000
117, 40.160000
118, 1023752.553000
119, 1023949.252000
120, 1023853.000000
121, 42.007000
122, 1023823.488000
123, 51.835000
124, 41.038000
