0, 30.892000
1, 43.626000
2, 38.791000
3, 44.765000
4, 42.764000
5, 150.112000
6, 46.834000
7, 37.045000
8, 46.078000
9, 37.898000
10, 1023057.851000
11, 40.494000
12, 39.978000
13, 37.543000
14, 41.650000
15, 41.047000
16, 36.884000
17, 35.143000
18, 48.412000
19, 40.116000
20, 1023533.494000
21, 49.473000
22, 35.698000
23, 38.635000
24, 38.776000
25, 49.717000
26, 1023756.043000
27, 45.558000
28, 34.530000
29, 56.324000
30, 1023751.613000
31, 48.315000
32, 32.251000
33, 38.309000
34, 1023751.853000
35, 1023884.767000
36, 69.543000
37, 47.251000
38, 55.913000
39, 203.932000
40, 132.860000
41, 123.152000
42, 125.100000
43, 123.137000
44, 1023085.568000
45, 169.478000
46, 126.565000
47, 123.396000
48, 1023564.953000
49, 58.733000
50, 1023669.123000
51, 71.715000
52, 41.534000
53, 43.172000
54, 46.082000
55, 1023560.545000
56, 44.540000
57, 40.352000
58, 55.551000
59, 37.390000
60, 45.317000
61, 1023607.272000
62, 38.497000
63, 50.229000
64, 59.052000
65, 1023603.876000
66, 77.211000
67, 48.797000
68, 58.725000
69, 53.962000
70, 65.219000
71, 60.098000
72, 42.242000
73, 1023293.041000
74, 43.712000
75, 44.652000
76, 35.835000
77, 33.791000
78, 44.097000
79, 30.717000
80, 44.634000
81, 52.612000
82, 1023539.751000
83, 2047977.971000
84, 116.227000
85, 97.720000
86, 1023646.266000
87, 57.447000
88, 52.848000
89, 33.929000
90, 33.336000
91, 42.446000
92, 1023592.956000
93, 46.103000
94, 31.526000
95, 1023829.364000
96, 49.190000
97, 40.512000
98, 42.361000
99, 1023748.540000
100, 40.361000
101, 40.584000
102, 38.027000
103, 35.588000
104, 44.183000
105, 41.604000
106, 1023646.259000
107, 1023920.786000
108, 61.427000
109, 94.801000
110, 54.692000
111, 29.189000
112, 2047632.164000
113, 266.912000
114, 2047774.242000
115, 85.929000
116, 48.331000
117, 54.317000
118, 1023546.987000
119, 50.573000
120, 53.570000
121, 57.752000
122, 35.910000
123, 86.105000
124, 107.952000
125, 51.648000
126, 89.808000
127, 46.791000
128, 38.796000
129, 48.203000
130, 1023380.671000
131, 101.305000
132, 39.564000
133, 1023687.429000
134, 163.591000
135, 85.515000
136, 46.741000
137, 37.871000
138, 81.032000
139, 37.461000
140, 40.545000
141, 71.138000
142, 35.896000
143, 45.818000
144, 78.075000
145, 36.256000
146, 1023047.638000
147, 99.332000
148, 144.336000
149, 45.754000
150, 32.364000
151, 54.840000
152, 55.040000
153, 31.841000
154, 1023421.679000
155, 132.477000
156, 1023878.508000
157, 100.532000
158, 34.859000
159, 1023843.186000
160, 47.810000
161, 1023747.935000
162, 1023910.799000
163, 2047894.253000
164, 57.012000
165, 41.606000
166, 2047875.211000
167, 105.823000
168, 80.531000
169, 75.821000
170, 87.612000
171, 59.353000
172, 127.344000
173, 109.100000
174, 73.565000
175, 70.440000
176, 72.151000
177, 1022929.931000
178, 72.285000
179, 99.366000
180, 61.895000
181, 55.719000
182, 54.675000
183, 49.871000
184, 38.743000
185, 1023246.143000
186, 1023502.411000
187, 1023699.655000
188, 62.248000
189, 62.014000
190, 61.980000
191, 56.199000
192, 61.774000
193, 59.726000
194, 56.485000
195, 4094989.295000
196, 49.430000
197, 40.488000
198, 1023760.061000
199, 39.865000
200, 39.175000
201, 30.004000
202, 35.184000
203, 34.507000
204, 2047757.897000
205, 52.562000
206, 38.338000
207, 37.951000
208, 46.478000
209, 35.552000
210, 1023760.186000
211, 45.003000
212, 30.474000
213, 32.639000
214, 39.148000
215, 32.254000
216, 38.938000
217, 32.344000
218, 39.608000
219, 37.118000
220, 27.395000
221, 40.353000
222, 39.344000
223, 40.257000
224, 27.604000
225, 29.245000
226, 30.402000
227, 30.674000
228, 28.383000
229, 40.452000
230, 28.551000
231, 1023114.136000
232, 48.565000
233, 30.213000
234, 36.177000
235, 34.913000
236, 38.742000
237, 40.228000
238, 33.858000
239, 38.091000
