Packet Number   RTT time (usec)
0	230.313
1	185.01
2	142.317
3	86.443
4	79.81
5	1022420.193
6	2047851.623
7	240.893
8	226.179
9	1023392.294
10	217.268
11	213.144
12	201.748
13	200.447
14	202.349
15	1022840.807
16	258.558
17	251.472
18	1023361.363
19	237.43
20	238.993
21	226.915
22	1023208.615
23	244.717
24	242.216
25	241.755
26	235.48
27	156.72
28	110.449
29	1022582.171
30	1023912.224
31	245.84
32	223.558
33	224.48
34	189.826
35	2046757.003
36	165.826
37	2047726.675
38	78.618
39	95.378
40	71.995
41	1023757.106
42	117.105
43	111.666
44	111.775
45	110.815
46	70.132
47	44.239
48	39.037
49	38.602
50	38.758
51	38.578
52	38.8
53	1023132.721
54	116.764
55	108.889
56	1023802.304
57	166.342
58	156.56
59	144.659
60	117.327
61	59.328
62	55.21
63	54.99
64	55.511
65	50.974
66	54.01
67	54.101
68	53.824
69	1022870.569
70	159.42
71	144.729
72	135.901
73	111.654
74	63.941
75	51.564
76	51.175
77	1023062.376
78	94.443
79	1024027.931
80	228.157
81	206.424
82	1023499.835
83	199.846
84	1023701.444
85	1023806.199
86	2048073.409
87	201.609
88	190.417
89	2047609.826
90	241.66
91	248.325
92	235.436
93	231.417
94	199.824
95	96.632
96	125.413
97	89.44
98	88.884
99	121.945
100	1022097.774
101	242.206
102	229.166
103	230.223
104	231.06
105	229.637
106	127.102
107	92.352
108	1022459.335
109	1023740.004
110	1023937.904
111	103.671
112	99.776
113	100.184
114	97.33
115	56.931
116	41.313
117	32.461
118	4095359.225
119	46.681
120	60.256
121	1023842.724
122	112.425
123	102.183
124	100.169
125	100.058
126	101.356
127	2047496.036
128	168.889
129	158.042
130	157.15
131	154.448
132	151.829
133	1023124.442
134	135.353
135	160.506
136	159.733
137	160.956
138	157.051
139	87.037
140	61.829
141	58.632
142	58.484
143	58.344
144	58.711
145	58.073
146	58.153
147	57.468
148	58.234
149	57.229
150	57.883
151	57.479
152	58.602
153	52.684
154	1022298.535
155	178.118
156	208.192
157	216.006
158	129.083
159	98.902
160	87.258
161	78.959
162	79.114
163	78.838
164	84.741
165	77.716
166	1022433.874
167	185.563
168	171.333
169	1023692.044
170	1023884.043
171	181.521
