Packet Number	RTT time (usec)
315	1024083.18
316	1023890.763
317	5119858.141
318	2047903.764
319	2047909.699
320	201.683
321	1023747.27
322	165.881
323	206.694
324	2047449.692
325	239.895
326	1023661.436
327	216.302
328	207.837
329	184.538
330	2047245.211
331	1023758.706
332	2048080.067
333	338.893
334	285.239
335	3071245.886
336	219.278
337	216.492
338	1023457.403
339	199.332
340	217.539
341	2047481.998
342	1023924.634
343	2047887.974
344	250.274
345	1023673.911
346	243.619
347	204.825
348	218.918
349	205.271
350	2046834.912
351	186.386
352	176.087
353	176.41
354	173.489
355	3071287.572
356	1023936.594
357	2047875.044
358	263.83
359	242.316
360	226.215
361	2047136.102
362	4095887.4
363	244.06
364	226.575
365	226.139
366	2047163.02
367	268.041
368	1023583.618
369	241.715
370	232.859
371	1023387.161
372	1024047.257
373	248.501
374	1027639.602
375	1019889.165
376	1023914.103
377	1023912.179
378	1023929.085
379	241.765
380	239.204
381	225.042
382	226.676
383	154.294
384	1022717.55
385	191.355
386	2047693.133
387	1023927.721
388	224.53
389	1023659.964
390	217.233
391	220.42
392	2047453.574
393	174.987
394	216.462
395	226.761
396	1023287.759
397	227.437
398	225.572
399	1023410.433
400	1023967.686
401	1023896.688
402	1023908.325
403	3071875.802
404	247.433
405	254.109
406	243.389
407	238.668
408	239.314
409	200.445
410	96.342
411	90.248
412	87.596
413	126.912
414	89.21
415	2045844.925
416	1023986.077
417	2047837.242
418	244.406
419	225.242
420	225.207
421	224.099
422	224.771
423	3070673.759
424	2047932.846
425	2047958.826
426	1023831.677
427	2047920.426
428	220.431
429	221.103
430	232.885
431	1023207.924
432	213.15
433	141.981
434	120.332
435	7167353.142
436	1023853.432
437	156.883
438	2047778.99
439	1024009.977
440	215.745
441	1023685.283
442	3071864.066
443	247.613
444	199.543
445	215.585
446	196.095
447	107.893
448	90.358
449	2046783.351
450	214.317
451	221.438
452	205.733
453	3071222.152
454	249.949
455	238.974
456	1023184.164
457	3072156.434
458	224.521
459	207.937
460	2047428.612
461	2051901.52
462	1019959.325
463	241.043
464	200.936
465	229.521
466	187.365
467	133.13
468	97.258
469	89.776
470	1022662.877
471	1023891.885
472	1023910.851
473	214.463
474	215.69
475	243.97
476	1023165.476
477	240.171
478	204.625
479	1023411.738
480	234.489
481	1023693.002
482	2047825.267
483	4095922.775
484	1023948.166
485	1023892.559
486	2047840.932
487	2047927.824
488	220.747
489	2047702.72
490	1023867.97
491	2047931.795
492	231.096
493	215.174
494	205.687
495	2047186.941
496	264.848
497	240.883
498	239.189
499	3071150.292
500	230.168
501	1023656.906
502	241.434
503	241.514
504	234.734
505	144.877
506	109.602
507	1022907.851
508	241.229
509	229.186
510	227.472
511	231.933
512	226.711
513	1022669.386
514	1023927.678
515	225.282
516	197.067
517	218.542
518	199.032
519	1022965.231
520	1023968.314
521	2047848.404
522	211.571
523	205.561
524	230.88
525	185.471
526	97.694
527	121.699
528	2046684.987
529	110.967
530	2047940.829
531	1023777.65
532	4096069.029
533	234.984
534	227.162
535	226.064
536	150.625
537	195.835
538	128.741
539	92.091
540	1022628.371
541	247.553
542	246.681
543	241.248
544	242.081
545	1022796.29
546	155.788
547	2047794.656
548	256.594
549	235.701
550	233.511
551	267.829
552	240.096
553	2046651.639
554	1023841.767
555	174.701
556	173.612
557	153.659
558	142.055
559	73.217
560	65.253
561	63.329
562	63.53
563	1023077.255
564	1023940.027
565	254.183
566	243.745
567	4095271.028
568	253.964
569	222.24
570	1023443.419
571	1023969.785
572	237.5
573	219.509
574	2047361.874
575	1023925.54
576	217.073
577	180.785
578	150.355
579	203.673
580	1023127.676
581	2047876.355
582	226.741
583	1023711.507
584	1023808.959
585	1023996.456
586	241.57
587	230.128
588	2047284.108
589	204.046
590	1023812.962
591	257.777
592	245.243
593	2047312.472
594	202.759
595	184.624
596	207.84
597	203.631
598	202.393
599	167.732
600	85.392
601	2046648.868
602	272.801
603	245.719
604	228.334
605	229.076
606	229.075
607	190.297
608	97.568
609	88.684
610	1022261.759
611	1023957.209
612	240.968
613	235.119
614	234.679
615	1023054.122
616	1024015.152
617	212.864
618	192.02
619	1023507.271
620	242.722
621	230.479
622	2047393.458
623	1023887.012
624	250.254
625	234.207
626	200.084
627	1023118.751
628	1023992.547
629	2047879.733
630	2047813.769
631	3071993.527
632	239.053
633	198.871
634	220.18
635	204.054
636	192.567
637	96.366
638	2046678.004
639	181.341
640	1023694.279
641	196.4
642	1023664.202
643	154.769
644	177.345
645	176.887
646	148.718
647	3071301.977
648	246.736
649	233.761
650	230.659
651	2047148.949
652	233.581
653	2047662.428
654	1023942.978
655	224.149
656	222.461
657	3071383.589
658	234.844
659	4095656.809
660	1023933.508
661	1023910.48
662	1023926.285
663	1023929.355
664	236.843
665	246.055
666	233.601
667	229.632
668	1022870.589
669	242.115
670	248.23
671	239.62
672	1023165.094
673	1023905.189
674	2047857.965
675	251.968
676	245.022
677	238.322
678	240.392
679	239.315
680	203.412
681	1022499.148
682	233.045
683	1023602.016
684	1023915.517
685	1023932.162
686	242.642
687	3071607.279
688	1023939.33
689	256.203
690	205.156
691	1023439.938
692	241.003
693	239.89
694	2047320.966
695	250.791
696	1023676.987
697	1023886.683
698	3071897.697
699	4095858.889
700	246.957
701	234.484
702	238.362
703	235.275
704	2046922.405
705	247.373
706	2047630.349
707	2047922.433
708	3071869.956
709	3071903.417
710	254.279
711	237.149
712	1023372.592
713	223.964
714	1023684.517
715	236.753
716	237.821
717	228.77
718	229.748
719	228.455
720	193.284
721	95.55
722	1022369.275
723	233.23
724	3071635.161
725	1023940.439
726	2047880.648
727	266.421
728	243.96
729	241.354
730	3071112.84
731	5119889.046
732	242.056
733	1023684.992
734	240.361
735	230.008
736	1023398.466
737	242.862
738	235.41
739	229.276
740	1022933.648
741	149.066
742	151.25
743	174.531
744	1023526.443
745	250.4
746	240.056
747	235.922
748	1023181.887
749	242.667
750	1027457.672
751	85.407
752	3068001.726
753	225.036
754	226.685
755	225.939
756	226.791
757	1023011.496
758	242.822
759	2047597.705
760	226.6
761	241.895
762	5119389.793
763	1023989.466
764	241.87
765	229.071
766	2047356.878
767	236.654
768	1023568.932
769	2047995.571
770	1023976.907
771	238.042
772	244.155
773	235.19
774	225.197
775	2046888.14
776	1023754.608
777	1024116.164
778	2047773.746
779	197.266
780	206.39
781	1023546.35
782	209.468
783	1023756.879
784	1023922.082
785	195.624
786	173.609
787	1023522.934
788	238.673
789	218.105
790	199.157
791	1023191.835
792	250.265
793	1023666.372
794	1023604.77
795	114.017
796	43.239
797	139.409
798	1023659.54
799	1023944.167
800	1023977.277
801	68.794
802	1023878.821
803	2048128.46
804	1024018.936
805	1023860.714
806	216.155
807	211.157
808	3071497.62
809	262.096
810	2047586.339
811	242.918
812	230.79
813	1023379.754
814	1023993.485
815	2047768.535
816	2047834.079
817	1024075.548
818	154.533
819	1023834.246
820	208.174
821	1023751.492
822	1023938.678
823	239.289
824	1023640.072
825	242.341
826	228.329
827	1023425.469
828	250.044
829	244.687
830	230.614
831	2047099.999
832	266.632
833	242.982
834	232.719
835	1023150.6
836	256.249
837	243.444
838	228.053
839	228.615
840	228.54
841	129.622
842	90.307
843	1022416.104
844	1023950.532
845	243.534
846	1023603.023
847	251.197
848	3071641.652
849	1023913.965
850	239.856
851	233.606
852	231.096
853	4095126.852
854	1023933.503
855	226.224
856	2047630.532
857	233.105
858	1023707.517
859	239.921
860	1023660.62
861	2047856.303
862	1023958.683
863	3075680.543
864	95.346
865	92.578
866	93.276
867	2043766.312
868	2048006.606
869	246.46
870	1023647.058
871	1023791.886
872	2047916.721
873	146.135
874	3071791.777
875	221
876	1023705.552
877	2047808.061
878	1024046.999
879	244.411
880	227.372
881	228.65
882	3071114.168
883	235.581
884	223.588
885	1023455.025
886	1023917.02
887	234.042
888	1023642.932
889	248.135
890	5119589.486
891	242.713
892	1023561.121
893	131.807
894	1023937.835
895	241.369
896	233.897
897	1023415.496
898	233.897
899	1023648.972
900	240.843
901	1023653.151
902	240.828
903	232.303
904	234.158
905	1023161.421
906	260.037
907	4095599.175
908	249.287
909	232.904
910	216.643
911	223.052
912	225.698
913	3070709.146
914	2047830.844
915	224.34
916	162.964
917	2047538.935
918	213.966
919	213.034
920	1023479.001
921	236.292
922	193.995
923	219.394
924	2047197.827
925	213.349
926	138.933
927	1023547.03
928	237.465
929	224.816
930	1023232.338
931	63.268
932	58.28
933	2047832.345
934	112.978
935	115.693
936	1023928.921
937	232.188
938	224.375
939	2047362.619
940	209.23
941	1022754.713
942	1023887.748
943	2047880.926
944	215.023
945	1023708.826
946	1023921.492
947	198.325
948	176.861
949	167.574
950	1023094.094
951	101.627
952	2047815.771
953	45.169
954	1023938.309
955	2048213.965
956	247.723
957	229.242
958	1023419.303
959	2047601.313
960	44.839
961	135.778
962	121.124
963	1023911.115
964	2047877.185
965	266.111
966	243.003
967	1023402.358
968	1023889.976
969	243.067
970	239.595
971	2047382.808
972	2048018.323
973	1023826.181
974	243.374
975	1023646.808
976	1023901.024
977	1023950.037
978	208.127
979	1023690.927
980	1023900.247
981	239.715
982	2047658.356
983	247.683
984	1023661.574
985	240.322
986	228.409
987	185.481
988	177.081
989	191.996
990	289.153
991	1022494.68
992	1023915.402
993	192.753
994	223.298
995	224.616
996	184.458
997	2047030.994
998	246.445
999	228.164
