Packet Number	RTT time (usec)
209	1023183.988
210	195.564
211	214.893
212	161.686
213	205.878
214	135.796
215	94.752
216	89.215
217	89.145
218	100.145
219	87.637
220	88.809
221	87.451
222	87.425
223	86.634
224	86.078
225	86.724
226	86.96
227	86.744
228	86.628
229	86.864
230	86.568
231	87.231
232	87.14
233	86.553
234	86.469
235	86.354
236	86.825
237	86.814
238	1020650.045
239	97.003
240	114.686
241	89.985
242	87.667
243	86.588
244	1023521.694
245	143.277
246	119.978
247	112.003
248	112.009
249	62.469
250	62.629
251	56.702
252	60.43
253	60.772
254	73.795
255	1023013.901
256	185.749
257	1023612.803
258	81.019
259	76.889
260	73.597
261	73.116
262	71.754
263	3071684.331
264	170.388
265	165.377
266	155.437
267	152.086
268	152.363
269	95.87
270	1018615.591
271	145.808
272	142.22
273	1023660.863
274	143.005
275	1023816.798
276	192.141
277	188.094
278	186.047
279	187.474
280	177.501
281	102.876
282	73.332
283	70.252
284	1022699.528
285	198.706
286	166.017
287	136.122
288	213.496
289	1023111.926
290	173.636
291	213.841
292	210.337
293	184.162
294	144.986
295	96.047
296	82.189
297	79.579
298	79.035
299	76.692
300	76.532
301	75.225
302	78.086
303	76.487
304	77.721
305	77.333
306	74.82
307	1022060.247
308	233.792
309	224.46
310	225.152
311	225.819
312	1022964.186
313	251.552
314	239.525
315	150.992
316	112.193
317	1023001.427
318	2047918.903
319	196.233
320	193.293
321	193.745
322	195.256
323	190.094
324	160
325	77.813
326	71.368
327	70.454
328	70.546
329	1022367.474
330	155.591
331	144.898
332	144.404
333	89.717
334	67.325
335	60.029
336	53.804
337	1023251.17
338	120.057
339	144.155
340	145.788
341	146.865
342	97.192
343	60.759
344	54.365
345	53.343
346	53.084
347	53.342
348	54.48
349	53.242
350	52.967
351	53.077
352	53.322
353	52.919
354	53.191
355	53.485
356	53.025
357	52.56
358	52.701
359	53.113
360	52.747
361	52.555
362	1022220.034
363	62.302
364	90.581
365	59.769
366	80.394
367	39.63
368	24.823
369	21.485
370	21.417
371	31.031
372	28.855
373	29.247
374	1023544.581
375	241.259
376	227.652
377	1023202.307
378	109.815
379	101.935
380	93.162
381	98.003
382	53.181
383	35.088
384	36.348
385	36.585
386	36.169
387	36.058
388	36.527
389	36.497
390	36.062
391	36.342
392	36.047
393	36.086
394	36.809
395	36.253
396	35.938
397	35.773
398	35.868
399	36.003
400	35.89
401	35.692
402	35.804
403	35.978
404	36.94
405	41.367
406	49.926
407	37.41
408	36.401
409	36.223
410	36.752
411	36.189
412	36.056
413	36.112
414	35.902
415	36.011
416	36.041
417	36.064
418	1022207.523
419	148.696
420	132.212
421	1023511.031
422	67.787
423	78.964
424	92.564
425	111.573
426	114.968
427	65.377
428	45.509
429	42.887
430	49.899
431	42.66
432	1023188.729
433	41.137
434	67.111
435	83.115
436	40.287
437	1023788.936
438	97.018
439	84.528
440	111.727
441	91.856
442	56.218
443	40.451
444	40.215
445	40.059
446	42.956
447	43.239
448	38.804
449	38.378
450	38.578
451	38.502
452	38.78
453	38.279
454	38.382
455	38.052
456	38.11
457	38.339
458	38.083
459	38.27
460	38.173
461	38.172
462	38.253
463	38.44
464	38.468
465	38.235
466	38.095
467	38.081
468	38.314
469	38.136
470	38.263
471	38.635
472	38.275
473	38.021
474	38.165
475	38.105
476	38.105
477	38.016
478	37.951
479	37.987
480	38.103
481	37.867
482	38.21
483	1021833.514
484	101.377
485	99.546
486	1023839.287
487	165.674
488	169.015
489	170.725
490	170.054
491	170.377
492	139.885
493	70.472
494	64.771
495	63.563
496	63.847
497	1022479.075
498	133.019
499	1023985.342
500	217.392
501	199.67
502	111.75
503	144.566
504	204.988
505	173.073
506	114.329
507	90.372
508	77.663
509	1022524.683
510	205.371
511	176.813
512	194.236
513	1023163.554
514	126.075
515	107.61
516	120.876
517	131.797
518	93.791
519	152.027
520	117.075
521	57.752
522	1023135.213
523	243.288
524	204.891
525	232.825
526	148.646
527	144.07
528	121.143
529	101.604
530	101.232
531	87.942
532	136.027
533	83.658
534	86.914
535	87.165
536	86.037
537	85.952
538	86.494
539	87.155
540	86.664
541	123.844
542	94.848
543	86.524
544	86.082
545	87.451
546	129.347
547	90.092
548	86.118
549	86.378
550	86.949
551	86.158
552	85.742
553	86.429
554	90.909
555	125.894
556	100.064
557	95.429
558	93.966
559	93.911
560	93.615
561	94.186
562	93.92
563	125.819
564	95.299
565	93.77
566	1018442.917
567	251.151
568	238.071
569	231.13
570	235.942
571	154.971
572	1022681.412
573	1023819.733
574	88.245
575	1024047.886
576	1023809.452
577	177.46
578	168.801
579	169.973
580	170.488
581	166.351
582	91.467
583	65.944
584	63.221
585	62.757
586	63.432
587	62.804
588	62.825
589	61.865
590	62.156
591	62.186
592	62.336
593	62.328
594	62.052
595	61.779
596	62.073
597	61.982
598	61.976
599	61.599
600	61.404
601	61.979
602	61.585
603	61.377
604	61.889
605	61.641
606	61.437
607	61.454
608	62.016
609	61.825
610	61.732
611	61.677
612	62.159
613	61.602
614	61.698
615	61.608
616	61.492
617	61.637
618	61.655
619	61.622
620	61.996
621	1020341.379
622	137.835
623	111.682
624	109.996
625	109.657
626	109.376
627	59.684
628	42.716
629	42.369
630	41.921
631	40.865
632	40.682
633	40.956
634	40.535
635	40.711
636	40.392
637	40.428
638	52.069
639	49.577
640	49.038
641	49.367
642	49.562
643	48.886
644	49.007
645	49.138
646	49.451
647	2046537.514
648	242.537
649	1023548.955
650	106.629
651	1023809.418
652	147.148
653	103.029
654	1023666.697
655	119.491
656	114.26
657	117.65
658	110.194
659	68.48
660	44.236
661	41.521
662	41.264
663	40.999
664	1023099.904
665	65.003
666	64.834
667	1023892.789
668	1024040.979
669	1023932.654
670	142.991
671	140.232
672	133.129
673	131.584
674	128.177
675	72.724
676	52.022
677	51.123
678	50.96
679	50.536
680	50.398
681	49.78
682	49.616
683	48.978
684	49.347
685	49.21
686	48.99
687	49.539
688	49.221
689	49.408
690	49.333
691	49.093
692	49.064
693	49.302
694	49.204
695	1022202.8
696	176.272
697	200.113
698	193.539
699	193.71
700	124.329
701	79.987
702	72.114
703	1022844.266
704	193.911
705	187.286
706	187.715
707	187.633
708	188.125
709	153.468
710	1022678.534
711	119.307
712	1023938.262
713	212.05
714	216.952
715	211.285
716	211.192
717	138.749
718	89.584
719	79.053
720	1022703.433
721	160.405
722	152.543
723	97.083
724	72.397
725	64.611
726	58.896
727	54.461
728	58.25
729	57.996
730	59.329
731	59.072
732	59.593
733	57.529
734	57.959
735	57.705
736	57.352
737	57.562
738	57.389
739	57.786
740	57.272
741	57.653
742	57.629
743	57.419
744	57.466
745	57.107
746	57.074
747	57.782
748	57.014
749	85.977
750	69.183
751	69.051
752	69.168
753	68.951
754	68.522
755	68.898
756	68.747
757	68.758
758	68.483
759	68.457
760	68.814
761	1021152.734
762	226.545
763	219.444
764	219.353
765	223.072
766	219.674
767	189.004
768	102.535
769	88.002
770	87.064
771	87.932
772	87.064
773	87.16
774	87.761
775	87.336
776	86.458
777	86.348
778	89.405
779	86.413
780	86.574
781	87.065
782	86.072
783	86.108
784	85.927
785	85.672
786	93.665
787	86.398
788	85.938
789	86.663
790	111.642
791	89.575
792	85.998
793	86.248
794	85.677
795	86.894
796	86.323
797	111.351
798	134.444
799	1019502.583
800	206.778
801	197.712
802	178.826
803	1023185.178
804	112.678
805	109.207
806	107.486
807	102.62
808	100.838
809	53.437
810	1023422.685
811	211.437
812	195.064
813	191.798
814	195.773
815	193.703
816	132.593
817	81.003
818	78.397
819	78.296
820	77.793
821	77.707
822	77.877
823	77.654
824	77.427
825	76.705
826	77.168
827	93.41
828	79.142
829	77.151
830	77.195
831	76.808
832	76.897
833	76.42
834	76.687
835	76.968
836	77.119
837	77.378
838	76.585
839	76.634
840	1020913.474
841	245.027
842	233.721
843	235.531
844	236.487
845	237.39
846	129.377
847	91.254
848	87.982
849	129.798
850	119.579
851	90.984
852	89.38
853	88.162
854	94.056
855	87.371
856	86.438
857	86.739
858	86.869
859	86.243
860	86.394
861	86.578
862	86.048
863	86.018
864	86.083
865	86.027
866	2044655.502
867	233.821
868	140.443
869	161.035
870	114.363
871	124.191
872	1023056.817
873	198.746
874	204.369
875	190.974
876	196.817
877	192.577
878	115.816
879	83.025
880	81.326
881	80.766
882	76.405
883	78.515
884	79.207
885	97.914
886	87.741
887	87.21
888	88.203
889	87.556
890	87.596
891	86.865
892	87.035
893	89.049
894	87.977
895	87.045
896	87.786
897	86.639
898	1021049.562
899	206.383
900	217.514
901	199.228
902	220.521
903	189.871
904	95.9
905	96.401
906	93.815
907	92.983
908	94.296
909	94.733
910	86.263
911	86.088
912	85.957
913	86.419
914	85.953
915	85.556
916	85.667
917	86.013
918	86.418
919	87.937
920	86.323
921	86.152
922	85.797
923	85.933
924	86.082
925	85.967
926	85.962
927	85.717
928	1020374.114
929	70.458
930	67.723
931	74.842
932	67.755
933	53.689
934	37.446
935	51.606
936	31.78
937	25.199
938	22.055
939	21.863
940	21.887
941	21.847
942	21.704
943	21.7
944	21.91
945	1023355.933
946	131.83
947	134.45
948	121.639
949	119.23
950	64.234
951	60.393
952	61.971
953	55.593
954	1023315.899
955	183.412
956	1023545.072
957	1023914.666
958	79.529
959	82.036
960	44.558
961	37.411
962	54.606
963	39.247
964	37.096
965	36.258
966	42.049
967	37.474
968	37.054
969	36.338
970	36.257
971	36.222
972	37.091
973	36.082
974	36.217
975	35.997
976	36.173
977	36.34
978	36.136
979	1023090.172
980	111.953
981	104.788
982	107
983	127.831
984	126.826
985	67.853
986	52.613
987	45.093
988	48.146
989	1023204.843
990	169.146
991	155.162
992	156.857
993	152.998
994	152.724
995	1023158.686
996	160.81
997	185.184
998	189.34
999	196.318
